Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No.,Road No.,km,X-Coord,Y-Coord,Analysis Date,ACI  (Average Condition Index),PCI (Priority Condition Index)
P5_01N_B4418,Boesmanspruit Bridge,Bridge,Bridge,2012/10/05,01N,P5,7.70,28.52,-26.27,2022/06/30,100.00,100.00
P5_01N_IDC0909,"Culvert (632), Tributary to Holspruit",Major Culvert,Culvert Major,2012/10/18,01N,P5,8.40,28.86,-26.39,2022/06/30,100.00,100.00
P58_01N_B159A,Road over Rail Forsdick Rd  Eastbound,Bridge,Bridge,2012/10/14,01N,P58,0.90,28.20,-26.30,2022/06/30,95.28,71.69
P58_01N_B159B,Road over Rail Forsdick Rd  Westbound,Bridge,Bridge,2012/10/14,01N,P58,0.90,28.20,-26.30,2022/06/30,96.99,88.67
P58_01N_B2957,"Road over Road, Barry Marais/North Boundary, M43/R554",Bridge,Bridge,2012/10/15,01N,P58,10.70,28.29,-26.27,2022/06/30,90.96,87.61
P58_01N_C3194,"Culvert (004), Tributary to Van Wyk Dam",Major Culvert,Culvert Major,2012/10/09,01N,P58,14.00,28.32,-26.26,2022/06/30,100.00,100.00
P58_01N_IDC0435,"Culvert (001), Furrow",Major Culvert,Culvert Major,2012/10/10,01N,P58,2.00,28.21,-26.30,2022/06/30,98.58,97.97
P59_01N_B4660,P59/1-04,Bridge,Bridge,2012/11/01,01N,P59,1.52,27.77,-26.11,2022/06/30,96.79,94.40
P59_01N_B628,P59/1-01,Bridge,Bridge,2012/10/30,01N,P59,8.20,27.73,-26.15,2022/06/30,95.00,81.88
P59_01N_C4637,P59/1-02,Major Culvert,Culvert Major,2012/10/30,01N,P59,8.00,27.76,-26.12,2022/06/30,93.18,77.69
P59_01N_IDB2021,P59/1-03,Bridge,Bridge,2012/10/30,01N,P59,13.14,27.76,-26.12,2022/06/30,90.13,23.95
P6_01N_B4203,unknown,Bridge,Bridge,2012/10/24,01N,P6,19.00,28.41,-26.03,2022/06/30,88.39,84.49
P6_01N_B4291,Bronkhorstspruit River bridge,Bridge,Bridge,2012/09/27,01N,P6,56.00,28.70,-25.86,2022/06/30,89.29,83.05
P6_01N_B4469,RAIL BRIDGE,Bridge,Bridge,2012/11/23,01N,P6,37.00,28.53,-25.91,2022/06/30,97.10,97.02
P6_01N_C4754,unknown,Major Culvert,Culvert Major,2012/10/24,01N,P6,20.45,28.42,-26.02,2022/06/30,100.00,100.00
P6_01N_C4755,NEW STRUCTURE,Major Culvert,Culvert Major,2012/11/07,01N,P6,21.80,28.43,-26.01,2022/06/30,94.03,97.17
P6_01N_IDC0458,Culvert at km 59 on route P6,Major Culvert,Culvert Major,2012/09/27,01N,P6,59.00,28.73,-25.85,2022/06/30,86.74,82.12
P6_01N_IDC0459,Culvert at km 54.5 on route P6,Major Culvert,Culvert Major,2012/09/27,01N,P6,54.50,28.69,-25.86,2022/06/30,98.30,98.30
P6_01N_IDC0464,Culvert at km 48.9 on Route p6,Major Culvert,Culvert Major,2012/09/27,01N,P6,48.90,28.63,-25.86,2022/06/30,93.04,88.85
P6_01N_IDC1120,Culvert at km 41 on Route P6,Major Culvert,Culvert Major,2012/09/28,01N,P6,41.00,28.56,-25.89,2022/06/30,92.90,96.95
P6_01N_IDC1857,unknown,Major Culvert,Culvert Major,2012/10/24,01N,P6,20.40,28.42,-26.02,2022/06/30,100.00,100.00
P6_01N_IDC2339,STRUCTURE AT KM 31.5,Major Culvert,Culvert Major,2012/11/07,01N,P6,31.50,28.48,-25.94,2022/06/30,92.33,96.83
P6_02N_B1269A,ROAD OVER RAIL  R23  SOUTHBOUND,Bridge,Bridge,2012/10/11,02N,P6,13.80,28.33,-26.29,2022/06/30,97.32,86.57
P6_02N_B1269B,ROAD OVER RAIL  R23 NORTHBOUND,Bridge,Bridge,2012/10/11,02N,P6,13.80,28.33,-26.29,2022/06/30,94.87,86.23
P6_02N_B1478A,ROAD OVER RAIL MOREHILL RANGEVIEW RD OVER R1,Bridge,Bridge,2012/10/10,02N,P6,4.20,28.32,-26.21,2022/06/30,83.71,65.01
P6_02N_B1478B,"ROAD OVER RAIL, MOREHILL RANGEVIEW OVER R1",Bridge,Bridge,2012/10/10,02N,P6,4.20,28.32,-26.21,2022/06/30,86.83,84.49
P6_02N_B1479,RAIL OVER ROAD (R23),Bridge,Bridge,2012/10/09,02N,P6,0.13,28.33,-26.18,2022/06/30,90.85,71.59
P6_02N_B1733,ROAD OVER ABANDON RAIL,Bridge,Bridge,2012/10/10,02N,P6,5.50,28.32,-26.22,2022/06/30,87.95,92.40
P6_02N_B1969,Road over Rail,Bridge,Bridge,2012/10/11,02N,P6,27.00,28.35,-26.41,2022/06/30,92.08,85.57
P6_02N_B2107,Road over stream Withokspruit Tributary,Bridge,Bridge Cellular,2016/08/17,2,P6,17.20,28.34,-26.32,2022/06/30,94.32,97.16
P6_02N_B3682,Road over stream - Klipfontein Stream,Bridge,Bridge Cellular,2016/07/01,2,P6,0.90,28.34,-26.18,2022/06/30,92.05,88.05
P6_02N_B970,Road over Stream Spaarwaterspruit,Bridge,Bridge,2012/10/11,02N,P6,29.20,28.35,-26.43,2022/06/30,93.75,74.17
P6_02N_C2101,"Culvert (028), Withokspruit",Major Culvert,Culvert Major,2012/10/10,02N,P6,15.10,28.34,-26.31,2022/06/30,96.50,97.53
P6_02N_C2189,"Culvert (019), Tributary to Blesbokspruit",Major Culvert,Culvert Major,2012/10/10,02N,P6,27.60,28.35,-26.42,2022/06/30,90.06,81.62
P6_02N_IDB0981,"ROAD OVER RAIL, LANCASTER ROAD ",Bridge,Bridge,2012/10/09,02N,P6,4.00,28.32,-26.21,2022/06/30,90.40,84.59
P6_02N_IDB1034,P6/2 over Rietspruit Tributary,Bridge,Bridge Cellular,2016/07/01,02N,P6,10.30,28.32,-26.26,2022/06/30,97.16,96.96
P6_02N_IDC0943,"Culvert (008), Furrow",Major Culvert,Culvert Major,2012/10/09,02N,P6,5.50,28.40,-26.17,2022/06/30,100.00,100.00
P6_02N_IDC0975,"Culvert (020), Tributary to Blesbokspruit",Major Culvert,Culvert Major,2012/10/10,02N,P6,27.60,28.35,-26.42,2022/06/30,91.48,100.00
P6_02N_IDC0979,"Culvert (022), Canal",Major Culvert,Culvert Major,2012/10/10,02N,P6,21.70,28.34,-26.36,2022/06/30,90.06,81.62
P60_01N_IDB2627,NB043 over Tributary to Sandrivier,Bridge,Bridge,2012/11/22,01N,P60,3.21,27.99,-25.59,2022/06/30,97.32,93.34
P60_01N_IDC2809,"Culvert (702), Tributary to Sandrivier",Major Culvert,Culvert Major,2012/11/26,01N,P60,0.10,28.01,-25.61,2022/06/30,88.92,90.13
P62_01N_IDB1992,NB027 over Sand River,Bridge,Bridge,2012/11/05,01N,P62,18.38,28.03,-25.53,2022/06/30,91.11,77.07
P62_01N_IDC2700,Tributary to Metsi Metsuane River C2,Major Culvert,Culvert Major,2012/11/20,01N,P62,3.70,28.04,-25.50,2022/06/30,100.00,95.78
P62_01N_IDC2702,Tributary to Metsi Metsuane River C1,Major Culvert,Culvert Major,2012/11/20,01N,P62,1.50,28.04,-25.52,2022/06/30,87.22,93.90
P62_02N_IDB2066,NB034 over Stinkwaterspruit,Bridge,Bridge Cellular,2016/03/11,,,,28.15,-25.40,2022/06/30,97.73,97.89
P62_02N_IDC1672,Tributory to Stinkwaterspruit,Major Culvert,Culvert Major,2012/10/31,02N,P62,15.90,28.25,-25.40,2022/06/30,97.16,97.85
P62_02N_IDC1675,Tributory to Stinkwaterspruit,Major Culvert,Culvert Major,2012/10/31,02N,P62,9.20,28.19,-25.39,2022/06/30,97.73,97.89
P62_02N_IDC1680,Tributory to Stinkwaterspruit,Major Culvert,Culvert Major,2012/10/31,02N,P62,3.70,28.15,-25.41,2022/06/30,89.06,67.60
P66_01N_B5539,OLIVENHOUTBOSCH BRIDGE,Bridge,Bridge Cellular,2016/07/21,1,P66,13.50,28.10,-25.92,2022/06/30,94.89,80.00
P66_01N_B5566A,Rietspruit River,Bridge,Bridge,2012/10/18,01N,P66,4.80,28.11,-25.84,2022/06/30,97.77,90.83
P66_01N_B5566B,Rietspruit river,Bridge,Bridge,2012/10/18,01N,P66,4.80,28.11,-25.84,2022/06/30,97.62,97.26
P66_01N_B5577A,Sesmyl River,Bridge,Bridge,2012/10/18,01N,P66,3.50,28.12,-25.83,2022/06/30,95.98,97.34
P66_01N_B5577B,Sesmyl River,Bridge,Bridge,2012/10/18,01N,P66,3.50,28.12,-25.83,2022/06/30,97.99,91.51
P66_01N_B817,JUSKEI RIVER BRIDGE,Bridge,Bridge,2012/11/07,01N,P66,23.90,28.08,-26.01,2022/06/30,91.29,84.90
P66_01N_IDB2048,NB032 over Tributary to Apies River,Bridge,Bridge,2012/11/07,01N,P66,4.61,28.25,-25.36,2022/06/30,94.72,87.72
P66_01N_IDC1688,Tributory to Apiesrivier,Major Culvert,Culvert Major,2012/10/31,01N,P66,0.60,28.25,-25.40,2022/06/30,97.73,97.89
P66_01N_IDC2153,TINTSWALO CULVERT,Major Culvert,Culvert Major,2012/11/07,01N,P66,26.50,28.09,-26.03,2022/06/30,90.34,94.63
P66_01N_IDC2157,CROWTHORNE CULVERT,Major Culvert,Culvert Major,2012/11/07,01N,P66,18.40,28.08,-25.96,2022/06/30,96.59,74.67
P66_01N_IDC2568,Tributary of Rietspruit,Major Culvert,Culvert Major,2012/10/18,01N,P66,5.90,28.11,-25.85,2022/06/30,100.00,99.59
P66_1_B3346,R55 Ic Ramp Bridge,Bridge,Bridge,2011/11/25,1,P66,34.50,28.10,-25.89,2022/06/30,91.40,84.48
P66_1_B3347A,R55 I/C Ramp Bridge,Bridge,Bridge,2011/11/25,1,P66,34.70,28.10,-25.89,2022/06/30,91.52,63.16
P66_1_B3347B,R55 Ic Ramp Bridge B,Bridge,Bridge,2011/11/25,1,P66,34.70,28.10,-25.89,2022/06/30,92.63,87.26
P66_1_IDC0019,Mona Voni I/C Culvert,Major Culvert,Culvert Major,2012/01/17,1,P66,34.64,28.10,-25.89,2022/06/30,100.00,100.00
P66_1_IDC0020,Mona Voni I/C Culvert 3,Major Culvert,Culvert Major,2012/01/17,14E,N014,35.17,28.11,-25.89,2022/06/30,63.92,60.48
P67_01N_B2832,Rail over Road Bridge between N12 and Modder Rd,Bridge,Bridge,2012/10/10,01N,P67,11.20,28.40,-26.17,2022/06/30,95.72,90.10
P67_01N_B4058A,Road over abandoned Rail bridge at Dersley on R51,Bridge,Bridge,2012/10/07,01N,P67,6.90,28.41,-26.21,2022/06/30,93.66,85.45
P67_01N_B4058B,Road over abandoned Rail at Dersley on R51,Bridge,Bridge,2012/10/07,01N,P67,6.90,28.41,-26.21,2022/06/30,92.28,87.39
P67_01N_B4059A,Bridge over the Alexander Dam near Dersley,Bridge,Bridge,2012/10/06,01N,P67,6.60,28.41,-26.21,2022/06/30,97.92,96.87
P67_01N_B4059B,Bridge over Alexander Dam near Dersley,Bridge,Bridge,2012/10/06,01N,P67,6.60,28.41,-26.21,2022/06/30,94.35,86.68
P67_01N_B4078,unknown,Bridge,Bridge,2012/10/24,01N,P67,6.20,28.40,-26.16,2022/06/30,88.62,82.77
P67_01N_B4114,Pipe Bridge between N12 & Modder Rd,Bridge,Bridge,2012/10/10,01N,P67,11.00,28.40,-26.17,2022/06/30,89.29,94.21
P67_01N_B4573,Du Rand Road,Bridge,Bridge Cellular,2016/07/01,1,P67,17.70,28.44,-26.08,2022/06/30,100.00,100.00
P67_01N_B4756,unknown,Bridge,Bridge Cellular,2012/10/24,01N,P67,16.30,28.43,-26.09,2022/06/30,98.01,98.01
P68_01N_B2806,Pomona River,Bridge,Bridge,2012/10/16,01N,P38,0.10,28.29,-26.08,2022/06/30,89.84,72.69
P69_01N_B4071,drainage,Bridge,Bridge Cellular,2012/10/31,01N,P69,8.50,28.07,-26.31,2022/06/30,95.74,96.34
P69_01N_B4074,drainage,Bridge,Bridge Cellular,2012/10/31,01N,P69,5.90,28.05,-26.32,2022/06/30,100.00,100.00
P69_01N_B4075,drainage,Bridge,Bridge Cellular,2012/10/31,01N,P69,5.50,28.04,-26.32,2022/06/30,100.00,100.00
P69_01N_B4077,drainage,Bridge,Bridge Cellular,2012/10/31,01N,P69,0.80,28.00,-26.32,2022/06/30,91.48,86.21
P69_01N_B428,Olifantsvlei,Bridge,Bridge Cellular,2016/05/17,1,P69,,28.01,-26.32,2022/06/30,87.78,67.97
P69_01N_IDC2373,drainage,Major Culvert,Culvert Major,2012/10/31,01N,P69,3.50,28.02,-26.32,2022/06/30,100.00,100.00
P69_01N_IDC2377,drainage,Major Culvert,Culvert Major,2012/10/31,01N,P69,8.70,28.07,-26.31,2022/06/30,91.48,95.12
P69_01N_IDC2378,drainage,Major Culvert,Culvert Major,2012/10/31,01N,P69,9.90,28.09,-26.31,2022/06/30,100.00,100.00
P70_01N_B2701,KLEIN JUSKEI RIVER BRIDGE ON R564 WITKOPPEN ROAD,Bridge,Bridge,2012/11/19,01N,P70,14.80,27.98,-26.03,2022/06/30,86.76,71.73
P70_01N_B291,SANDSPRUIT RIVER BRIDGE ON R564 WITKOPPEN ROAD,Bridge,Bridge Cellular,2016/07/21,01N,P70,4.27,28.06,-26.04,2022/06/30,86.57,84.49
P70_01N_B292,Braamfontein Spruit,Bridge,Bridge,2012/11/19,01N,P70,5.15,28.06,-26.04,2022/06/30,90.74,86.26
P70_01N_IDB2737,COCA COLA DOME PEDESTRIAN BRIDGE ,Bridge,Bridge,2012/11/16,01N,P70,19.03,27.94,-26.06,2022/06/30,97.99,97.57
P70_01N_IDC1984,Wilgespruit Tributary,Major Culvert,Culvert Major,2012/11/09,01N,P70,4.60,27.91,-26.12,2022/06/30,100.00,100.00
P70_01N_IDC2743,P70/1 (Witkoppen Rd) over Olivenshoutpoort Spruit,Major Culvert,Culvert Major,2012/11/16,01N,P70,14.20,27.97,-26.03,2022/06/30,93.75,95.33
P70_01N_IDC2750,KING FISHER ROAD STREAM CULVERT,Major Culvert,Culvert Major,2012/11/19,01N,P70,11.95,27.99,-26.02,2022/06/30,96.59,97.73
P70_01N_IDC2751,MAIN ROAD INTERSECTION WITH 564 WITKOPPEN ROAD,Major Culvert,Culvert Major,2012/11/19,01N,P70,7.95,28.03,-26.03,2022/06/30,85.80,84.13
P71_01N_B761,LONEHILL JUSKEI RIVER BRIDGE ,Bridge,Bridge,2012/11/12,01N,D71,3.09,28.04,-26.01,2022/06/30,92.19,72.89
P72_01N_B3570A,-,Bridge,Bridge,2012/10/22,01N,P72,3.80,28.09,-26.34,2022/06/30,95.31,89.29
P72_01N_B3570B,-,Bridge,Bridge,2012/10/22,01N,P72,3.80,28.09,-26.34,2022/06/30,92.86,87.26
P72_01N_B3828,drainage,Bridge,Bridge Cellular,2012/10/31,01N,P72,9.70,28.05,-26.30,2022/06/30,94.60,96.50
P72_01N_B4367,-,Bridge,Bridge,2012/10/21,01N,P72,13.92,28.03,-26.27,2022/06/30,92.78,95.91
P72_01N_B4400,"Rifle Range Road (M38) over Klipriver Road (M7, P72/1)",Bridge,Bridge,2012/10/26,01N,P72,1.00,28.03,-26.26,2022/06/30,91.29,83.77
P72_01N_B5046A,Aspen Hills,Bridge,Bridge,2012/10/22,01N,P72,8.60,28.06,-26.31,2022/06/30,95.87,85.80
P72_01N_B5046B,Aspen Hills,Bridge,Bridge,2012/10/22,01N,P72,8.60,28.06,-26.31,2022/06/30,97.14,89.01
P72_01N_IDC2368,drainage,Major Culvert,Culvert Major,2012/10/31,01N,P72,5.50,28.08,-26.33,2022/06/30,100.00,100.00
P72_01N_IDC2369,drainage,Major Culvert,Culvert Major,2012/10/31,01N,P72,5.53,28.08,-26.33,2022/06/30,100.00,100.00
P73_01N_B1031,P73/1-01,Bridge,Bridge,2012/10/18,01N,P73,10.07,27.90,-26.34,2022/06/30,92.86,84.27
P73_01N_B1752,-,Bridge,Bridge,2012/10/29,01N,P73,37.60,27.87,-26.44,2022/06/30,90.62,82.77
P73_01N_B2206A,-,Bridge,Bridge,2012/10/28,01N,P73,17.40,27.82,-26.61,2022/06/30,89.29,65.64
P73_01N_B2206B,-,Bridge,Bridge,2012/10/28,01N,P73,17.40,27.82,-26.61,2022/06/30,97.77,93.68
P73_01N_B2842,Cellular Bridge on R553 Golden Highway,Bridge,Bridge Cellular,2016/05/16,1,P73,,27.88,-26.43,2022/06/30,100.00,100.00
P73_01N_B3689A,Cellular Bridge over stream,Bridge,Bridge Cellular,2016/06/03,1,P73,24.30,27.83,-26.55,2022/06/30,95.68,84.33
P73_01N_B3947,Drainage,Bridge,Bridge Cellular,2012/10/21,01N,P73,36.50,27.87,-26.45,2022/06/30,100.00,100.00
P73_01N_B5257A,-,Bridge,Bridge,2012/10/29,01N,P73,6.20,27.98,-26.26,2022/06/30,84.72,92.31
P73_01N_B5257B,-,Bridge,Bridge,2012/10/29,01N,P73,62.00,27.98,-26.26,2022/06/30,82.50,86.10
P73_01N_C2271,Drainage,Major Culvert,Culvert Major,2012/10/19,01N,P73,17.40,27.82,-26.61,2022/06/30,99.43,99.19
P73_01N_IDC0737,P73/1-02,Major Culvert,Culvert Major,2012/10/18,01N,P73,42.00,27.92,-26.31,2022/06/30,100.00,100.00
P73_01N_IDC1580,Drainage,Major Culvert,Culvert Major,2012/10/19,01N,P73,11.60,27.80,-26.66,2022/06/30,98.86,91.07
P73_01N_IDC1581,Drainage,Major Culvert,Culvert Major,2012/10/19,01N,P73,11.90,27.80,-26.66,2022/06/30,97.16,95.45
P73_01N_IDC1587,Drainage,Major Culvert,Culvert Major,2012/10/20,01N,P73,19.40,27.82,-26.59,2022/06/30,89.77,85.87
P73_01N_IDC1588,Drainage,Major Culvert,Culvert Major,2012/10/20,01N,P73,21.25,27.83,-26.57,2022/06/30,100.00,97.24
P73_01N_IDC1596,Drainage,Major Culvert,Culvert Major,2012/10/20,01N,P73,21.25,27.83,-26.57,2022/06/30,100.00,100.00
P73_01N_IDC1601,Drainage,Major Culvert,Culvert Major,2012/10/21,01N,P73,24.50,27.83,-26.54,2022/06/30,100.00,100.00
P73_01N_IDC1624,Drainage,Major Culvert,Culvert Major,2012/10/21,01N,P73,43.40,27.88,-26.40,2022/06/30,100.00,100.00
P73_01N_IDC1637,Drainage,Major Culvert,Culvert Major,2012/10/21,01N,P73,53.10,27.92,-26.31,2022/06/30,100.00,100.00
P74_01N_B1284,Hekpoort Bridge 1284,Bridge,Bridge,2012/10/03,01N,P74,19.60,27.62,-25.91,2022/06/30,90.28,84.87
P74_01N_B2749,Sterkfontein Bridge 2749,Bridge,Bridge,2012/10/03,01N,P74,2.70,27.72,-26.02,2022/06/30,97.54,95.18
P74_01N_B2750,Zwartkrans Bridge 2750,Bridge,Bridge,2012/10/03,01N,P74,3.20,27.72,-26.02,2022/06/30,92.41,61.94
P74_01N_B389,Hartbeeshoek Bridge 389,Bridge,Bridge,2012/10/03,01N,P74,15.60,27.65,-25.93,2022/06/30,94.87,91.80
P74_01N_IDC0726,Skeerpoort River,Major Culvert,Culvert Major,2012/10/17,01N,P74,8.90,27.68,-25.97,2022/06/30,100.00,100.00
P74_01N_IDC0733,Hekpoortspruit,Major Culvert,Culvert Major,2012/10/17,01N,P74,17.90,27.63,-25.92,2022/06/30,49.15,22.00
P79_01N_B527,DIEPSLOOT RIVER BRIDGE ,Bridge,Bridge,2012/11/12,01N,P79,9.10,28.02,-25.96,2022/06/30,92.52,62.07
P79_01N_B5518A,MONTE CASINO BRIDGE ON WILLIAM NICOL ,Bridge,Bridge,2012/11/12,01N,P79,2.13,28.01,-26.02,2022/06/30,97.62,92.29
P79_01N_B5518B,MONTE CASINO BRIDGE ON WILLIAM NICOL ,Bridge,Bridge,2012/11/12,01N,P79,2.13,28.01,-26.02,2022/06/30,96.95,97.40
P79_01N_IDC2172,DIEPSLOOT CULVERT ,Major Culvert,Culvert Major,2012/11/12,01N,P79,13.00,28.02,-25.92,2022/06/30,83.52,83.65
P79_01N_IDC2796,Fourways Mall Culvert,Major Culvert,Culvert Major,2012/11/12,01N,P79,2.40,28.01,-26.02,2022/06/30,91.48,86.21
P88_01N_B988A,-,Bridge,Bridge,2012/10/27,01N,P88,8.05,27.87,-26.64,2022/06/30,90.85,81.17
P88_01N_B988B,-,Bridge,Bridge,2012/10/27,01N,P88,8.05,27.87,-26.64,2022/06/30,95.98,91.43
P88_01N_IDC0791,P88/1-01,Major Culvert,Culvert Major,2012/10/16,01N,P88,9.00,27.73,-26.43,2022/06/30,77.27,52.08
P88_01N_IDC0807,P88/1-03,Major Culvert,Culvert Major,2012/10/16,01N,P88,14.00,27.78,-26.49,2022/06/30,99.05,97.97
P88_01N_IDC0881,P88/1-02,Major Culvert,Culvert Major,2012/10/11,01N,P88,13.00,27.76,-26.46,2022/06/30,94.32,95.94
P88_01N_IDC1487,Drainage,Major Culvert,Culvert Major,2012/10/20,01N,P88,19.60,27.78,-26.49,2022/06/30,100.00,100.00
P89_01N_B1016,Elandsfontein Bridge 1016,Bridge,Bridge,2012/10/11,01N,P89,11.80,27.53,-26.31,2022/06/30,89.44,85.45
P89_01N_B1052,Tributory to Wonderfonteinspruit river C1052,Bridge,Bridge Cellular,2012/10/09,01N,P89,2.40,27.59,-26.25,2022/06/30,98.30,98.05
P89_01N_B1901,Elandsfontein Bridge 1901,Bridge,Bridge,2012/10/11,01N,P89,10.50,27.53,-26.31,2022/06/30,95.24,90.71
P89_01N_IDC1813,Tributory to Wonderfonteinspruit,Major Culvert,Culvert Major,2012/10/09,01N,P89,11.30,27.53,-26.31,2022/06/30,100.00,100.00
P91_01N_B1110,Kaalfontein Train Station Bridge,Bridge,Bridge,2012/11/09,01N,P91,21.40,28.25,-26.04,2022/06/30,87.22,87.63
P91_01N_B3153,Modderfontein On Ramp Bridge,Bridge,Bridge,2012/10/11,01N,P91,6.70,28.15,-26.11,2022/06/30,92.45,90.36
P91_01N_B4647,Modderfontein River Bridge,Bridge,Bridge Cellular,2016/07/01,1,P91,8.90,28.17,-26.11,2022/06/30,94.32,88.51
P91_01N_B4648,Isando Railway Bridge,Bridge,Bridge,2012/10/11,01N,P91,11.20,28.19,-26.09,2022/06/30,96.88,88.67
P91_01N_B4649,Abandoned Railway Bridge repurposed to Pedestrian Bridge,Bridge,Bridge,2012/10/11,01N,P91,12.05,28.19,-26.09,2022/06/30,78.55,57.02
P91_01N_B4729A,Isando Bridge,Bridge,Bridge,2012/10/11,01N,P91,12.10,28.19,-26.09,2022/06/30,93.30,91.81
P91_01N_B4729B,Isando Bridge,Bridge,Bridge,2012/10/11,01N,P91,12.10,28.19,-26.09,2022/06/30,94.31,86.14
P91_01N_IDC1417,Greenstone / Golf Club Culvert,Major Culvert,Culvert Major,2012/10/11,01N,P91,8.20,28.16,-26.11,2022/06/30,100.00,100.00
P91_01N_IDC1907,Modderfontein Culvert,Major Culvert,Culvert Major,2012/10/11,01N,P91,7.10,28.15,-26.11,2022/06/30,97.44,86.39
P91_01N_IDC1912,Moddefontein Culvert C004,Major Culvert,Culvert Major,2012/10/11,01N,P91,10.60,28.18,-26.10,2022/06/30,100.00,100.00
P91_01N_IDC1913,Moddefontein Culvert C005,Major Culvert,Culvert Major,2012/10/09,01N,P91,10.85,28.18,-26.10,2022/06/30,92.19,96.43
P91_01N_IDC1914,Modderfontein Road Culvert C006,Major Culvert,Culvert Major,2012/10/09,01N,P91,11.40,28.19,-26.09,2022/06/30,100.00,100.00
P91_02N_B1073,Cellular bridge on R25 Road,Bridge,Bridge Cellular,2016/07/21,2,P91,4.00,28.30,-26.02,2022/06/30,89.00,84.49
P91_02N_B4183,unknown,Bridge,Bridge,2012/10/26,02N,P91,3.50,28.30,-26.02,2022/06/30,91.96,86.05
P92_01N_IDC0757,"Culvert (362), Tributary to Suikerbosrand river",Major Culvert,Culvert Major,2012/10/17,01N,P92,5.80,28.76,-26.41,2022/06/30,88.64,83.34
P95_01N_B1423,Groot River Bridge,Bridge,Bridge,2012/09/26,01N,P95,24.70,28.88,-25.65,2022/06/30,97.32,98.05
P95_01N_B4294,Railway & River Bridge,Bridge,Bridge,2012/10/16,01N,P95,6.20,28.76,-25.80,2022/06/30,96.88,85.11
P95_01N_C173,Culvert at km 3 on route P95,Major Culvert,Culvert Major,2012/09/27,01N,P95,3.00,28.76,-25.79,2022/06/30,100.00,98.62
P95_01N_C4293,Culvert at km 1.3 on route P5101,Major Culvert,Culvert Major,2012/09/27,01N,P95,1.30,28.75,-25.81,2022/06/30,100.00,100.00
P95_02N_B1634,Bridge number 1634,Bridge,Bridge,2012/09/24,02N,P95,23.00,28.70,-25.94,2022/06/30,93.97,85.32
P95_02N_B280,P95/2 over stream,Bridge,Bridge Cellular,2012/09/24,02N,P95,17.50,28.68,-25.98,2022/06/30,96.59,97.46
P95_02N_B4289,Culvert at km 24.5 on road P95/2,Bridge,Bridge Cellular,2012/09/24,02N,P95,24.50,28.71,-25.93,2022/06/30,97.73,97.89
P95_02N_B4290,Culvert at km 28 on route R42 section P95/2,Bridge,Bridge Cellular,2012/09/24,02N,P95,28.00,28.73,-25.91,2022/06/30,97.73,97.89
P95_02N_B4293,"Culvert at km 32.2 on route R42, section P95/2",Bridge,Bridge Cellular,2012/10/03,02N,P95,32.20,28.74,-25.87,2022/06/30,100.00,100.00
P95_02N_IDC0348,"Culvert at km 28.5 on route R42, section 28.5",Major Culvert,Culvert Major,2012/09/24,02N,P95,28.50,28.74,-25.90,2022/06/30,100.00,99.59
